timestamp,temperature,humidity,latitude,longitude,speed_kmph,altitude,satellites,heading,current,battery_voltage,battery_percent
1789009458.313226,30.0,52.0,1.458886,102.14972,0.65,41.7,7,237.8,-1.33,4.12,0.0
1789009459.3095593,30.0,52.0,1.458886,102.14972,0.7,41.2,7,237.9,-1.28,4.12,0.0
1789009460.3124573,30.0,52.0,1.458886,102.14972,2.07,41.1,7,237.7,-1.25,4.12,0.0
1789009461.3074703,30.0,52.0,1.458886,102.14972,1.15,41.0,7,237.8,-1.18,4.12,0.0
1789009462.2985034,30.0,52.0,1.458886,102.14972,0.11,41.2,7,237.8,-1.15,4.12,0.0
1789009463.3319669,30.0,52.0,1.458875,102.149719,0.61,40.5,7,237.8,-1.06,4.12,0.0
1789009464.3132977,30.0,52.0,1.458875,102.149719,0.48,39.9,7,237.7,-1.22,4.12,0.0
1789009465.316155,30.0,52.0,1.458875,102.149719,0.5,39.9,7,237.6,-1.17,4.11,0.0
1789009466.3115835,30.0,52.0,1.458875,102.149719,0.74,39.8,7,237.8,-1.19,4.11,0.0
1789009467.3181496,30.0,52.0,1.458875,102.149719,0.19,39.2,7,237.8,-1.14,4.11,0.0
1789009468.3367536,30.0,52.0,1.458864,102.149717,0.3,39.3,7,237.7,-1.09,4.12,0.0
1789009469.327829,30.0,52.0,1.458864,102.149717,0.96,39.2,7,237.8,-1.09,4.12,0.0
1789009470.3278756,30.0,52.0,1.458864,102.149717,0.85,39.4,7,239.0,-1.11,4.12,0.0
1789009471.31746,30.0,52.0,1.458864,102.149717,0.85,39.2,7,239.0,-1.12,4.12,0.0
1789009472.3367536,30.0,52.0,1.458864,102.149717,0.91,39.1,7,239.0,-1.03,4.12,0.0
1789009473.3583272,30.0,52.0,1.458864,102.149717,0.74,38.9,7,239.0,-1.06,4.12,0.0
1789009474.3365543,30.0,52.0,1.458864,102.149717,0.07,39.3,7,239.0,-1.0,4.12,0.0
1789009475.3370526,30.0,52.0,1.458864,102.149717,0.13,39.5,7,239.0,-0.97,4.13,0.0
1789009476.3389146,30.0,52.0,1.458864,102.149717,0.19,39.6,7,239.0,-1.0,4.12,0.0
1789009477.3428435,30.0,52.0,1.458864,102.149717,1.02,40.2,7,239.0,-0.96,4.13,0.0
1789009478.3680313,30.0,52.0,1.458864,102.149717,0.61,40.4,7,239.0,-1.05,4.13,0.0
1789009479.3498657,30.0,52.0,1.458864,102.149717,0.41,40.7,7,239.0,-0.93,4.13,0.0
1789009480.3493211,30.0,52.0,1.458864,102.149717,0.31,40.9,7,239.0,-0.92,4.13,0.0
1789009481.3484664,30.0,52.0,1.458864,102.149717,0.57,41.2,7,239.0,-0.93,4.13,0.0
1789009482.343549,30.0,52.0,1.458864,102.149717,0.44,41.7,7,239.0,-0.92,4.13,0.0
1789009483.3797314,30.0,52.0,1.458864,102.149717,0.74,42.0,7,239.0,-0.98,4.13,0.0
1789009484.3554432,30.0,52.0,1.458864,102.149717,0.22,42.2,7,239.0,-0.91,4.13,0.0
1789009485.3482425,30.0,52.0,1.458864,102.149717,0.17,42.4,7,239.0,-0.95,4.13,0.0
1789009486.3440237,30.0,52.0,1.458864,102.149717,0.24,42.8,7,239.0,-0.96,4.13,0.0
1789009487.3611798,30.0,52.0,1.458864,102.149717,0.11,43.5,7,239.0,-0.93,4.13,0.0
1789009488.374906,30.0,52.0,1.458864,102.149717,0.24,44.0,7,239.0,-1.03,4.13,0.0
1789009489.3673325,30.0,52.0,1.458864,102.149717,0.59,44.4,7,239.0,-0.94,4.13,0.0
1789009490.360452,30.0,52.0,1.458864,102.149717,0.35,44.7,7,239.0,-0.97,4.13,0.0
1789009491.3754218,30.0,52.0,1.458864,102.149717,0.24,44.9,7,239.0,-0.92,4.13,0.0
